word,head,tail
父慈子孝,fù,xiào
负荆请罪,fù,zuì
负荆谢罪,fù,zuì
妇姑勃溪,fù,xī
妇姑勃豨,fù,xī
父债子还,fù,huán
妇人孺子,fù,zǐ
负德孤恩,fù,ēn
妇人醇酒,fù,jiǔ
负德辜恩,fù,ēn
负地矜才,fù,cái
负恩背义,fù,yì
负恩昧良,fù,liáng
负恩忘义,fù,yì
负诟忍尤,fù,yóu
负固不宾,fù,bīn
负老提幼,fù,yòu
负衡据鼎,fù,dǐng
负乘斯夺,fù,duó
负材任气,fù,qì
负材矜地,fù,dì
负才使气,fù,qì
负才任气,fù,qì
负才傲物,fù,wù
负固不服,fù,fú
妇孺皆知,fù,zhī
妇人之仁,fù,rén
福如东海,fú,hǎi
福衢寿车,fú,chē
福禄双全,fú,quán
福慧双修,fú,xiū
福不重至，祸必重来,fú,zhì，huò
福地洞天,fú,tiān
福善祸淫,fú,yín
福不盈眦,fú,zì
缸载笔,fú,bǐ
艴然不悦,fú,yuè
福过灾生,fú,shēng
福寿康宁,fú,níng
福寿无疆,fú,jiāng
福寿年高,fú,gāo
福寿齐天,fú,tiān
福寿双全,fú,quán
福孙荫子,fú,zǐ
福为祸始,fú,shǐ
福为祸先,fú,xiān
福无双至,fú,zhì
福星高照,fú,zhào
福倚祸伏,fú,fú
福至心灵,fú,líng
蜉蝣撼大树,fú,dà
桴鼓相应,fú,yìng
福寿绵绵,fú,mián
福无双至，祸不单行,fú,zhì，huò
凫鹤从方,fú,fāng
浮云富贵,fú,guì
服田力穑,fú,sè
服牛乘马,fú,mǎ
服服贴贴,fú,tiē
服低做小,fú,xiǎo
拂袖而去,fú,qù
拂袖而归,fú,guī
怫然作色,fú,sè
怫然不悦,fú,yuè
芙蓉出水,fú,shuǐ
扶正祛邪,fú,xié
扶正黜邪,fú,xié
扶摇直上,fú,shàng
扶摇万里,fú,lǐ
扶危拯溺,fú,nì
扶危翼倾,fú,qīng
扶危救困,fú,kùn
扶危济困,fú,kùn
凫胫鹤膝,fú,xī
凫居雁聚,fú,jù
凫趋雀跃,fú,yuè
孚尹明达,fú,dá
孚尹旁达,fú,dá
扶颠持危,fú,wēi
浮笔浪墨,fú,mò
扶老携幼,fú,yòu
扶倾济弱,fú,ruò
扶弱抑强,fú,qiáng
扶危持颠,fú,diān
扶危定乱,fú,luàn
扶危定倾,fú,qīng
扶危济急,fú,jí
扶墙摸壁,fú,bì
浮翠流丹,fú,dān
浮而不实,fú,shí
浮瓜沉李,fú,lǐ
浮皮潦草,fú,cǎo
浮生切响,fú,xiǎng
浮生若梦,fú,mèng
浮声切响,fú,xiǎng
浮石沉木,fú,mù
浮收勒索,fú,suǒ
伏低做小,fú,xiǎo
浮收勒折,fú,shé
浮文巧语,fú,yǔ
浮想联翩,fú,piān
浮一大白,fú,bái
浮语虚辞,fú,cí
浮云蔽日,fú,rì
浮云朝露,fú,lù
浮头滑脑,fú,nǎo
浮踪浪迹,fú,jì
伏地圣人,fú,rén
伏法受诛,fú,zhū
浮瓜沈李,fú,lǐ
浮光掠影,fú,yǐng
浮光略影,fú,yǐng
浮花浪蕊,fú,ruǐ
浮迹浪踪,fú,zōng
浮家泛宅,fú,zhái
伏而唂天,fú,tiān
凫短鹤长,fú,cháng
浮名薄利,fú,lì
浮名虚利,fú,lì
伏首贴耳,fú,ěr
伏龙凤雏,fú,chú
浮名虚誉,fú,yù
伏虎降龙,fú,lóng
浮来暂去,fú,qù
浮湛连蹇,fú,jiǎn
芙蓉并蒂,fú,dì
发人深思,fā,sī
发纵指示,fā,shì
发上冲冠,fā,guàn
发上指冠,fā,guàn
发棠之请,fā,qǐng
发屋求狸,fā,lí
发宪布令,fā,lìng
发硎新试,fā,shì
发言盈庭,fā,tíng
发扬踔厉,fā,lì
发扬蹈厉,fā,lì
发扬光大,fā,dà
发隐擿伏,fā,fú
发政施仁,fā,rén
发综指示,fā,shì
发踪指使,fā,shǐ
发人深省,fā,xǐng
发踪指示,fā,shì
发怒冲冠,fā,guàn
发蒙振聩,fā,kuì
发财致富,fā,fù
发策决科,fā,kē
发凡起例,fā,lì
发奋图强,fā,qiáng
发愤图强,fā,qiáng
发愤忘食,fā,shí
发蒙振落,fā,luò
发号施令,fā,lìng
发家致富,fā,fù
发奸擿伏,fā,fú
发科打诨,fā,hùn
发聋振聩,fā,kuì
发蒙解缚,fā,fu
发蒙解惑,fā,huò
发昏章第十一,fā,dì
发纵指使,fā,shǐ
番来覆去,fān,qù
翻箱倒箧,fān,qiè
翻云覆雨,fān,yǔ
幡然改途,fān,tú
幡然悔悟,fān,wù
番窠倒臼,fān,jiù
反脸无情,fān,qíng
翻肠搅肚,fān,dù
翻复无常,fān,cháng
翻黄倒皁,fān,yí
翻黄倒皂,fān,zào
翻江搅海,fān,hǎi
翻空出奇,fān,qí
翻来覆去,fān,qù
翻然改进,fān,jìn
翻然改图,fān,tú
翻然悔悟,fān,wù
翻江倒海,fān,hǎi
翻手为云，覆手为雨,fān,yún，fù
翻手云覆手雨,fān,fù
翻天覆地,fān,dì
翻天作地,fān,dì
翻箱倒柜,fān,guì
翻山越岭,fān,lǐng
方头不劣,fāng,liè
方桃譬李,fāng,lǐ
方枘圜凿,fāng,záo
方枘圆凿,fāng,záo
方面大耳,fāng,ěr
方领圆冠,fāng,guàn
方领矩步,fāng,bù
方寸之地,fāng,dì
方底圆盖,fāng,gài
方寸已乱,fāng,luàn
方便之门,fāng,mén
方骖并路,fāng,lù
方寸不乱,fāng,luàn
方寸万重,fāng,chóng
方头不律,fāng,lǜ
方来未艾,fāng,ài
方外之人,fāng,rén
方以类聚,fāng,jù
方兴未已,fāng,yǐ
方兴未艾,fāng,ài
芳年华月,fāng,yuè
芳兰竟体,fāng,tǐ
方足圆颅,fāng,lú
方趾圆颅,fāng,lú
方正不阿,fāng,ē
方滋未艾,fāng,ài
方员可施,fāng,shī
方以类聚，物以群分,fāng,jù，wù
方言矩行,fāng,xíng
方凿圆枘,fāng,ruì
飞将数奇,fē,jī
非异人任,fēi,rèn
非同儿戏,fēi,xì
非同小可,fēi,kě
非同寻常,fēi,cháng
非我族类,fēi,lèi
非昔是今,fēi,jīn
非意相干,fēi,gān
飞短流长,fēi,cháng
蜚短流长,fēi,cháng
蜚瓦拔木,fēi,mù
飞刍挽粮,fēi,liáng
飞刍挽粟,fēi,sù
飞刍转饷,fēi,xiǎng
蜚英腾茂,fēi,mào
非亲非故,fēi,gù
非愚则诬,fēi,wū
飞鹰走犬,fēi,quǎn
非分之想,fēi,xiǎng
非分之念,fēi,niàn
飞鸟惊蛇,fēi,shé
飞鸟依人,fēi,rén
飞蓬乘风,fēi,fēng
飞蓬随风,fēi,fēng
飞禽走兽,fēi,shòu
飞沙扬砾,fēi,lì
飞沙走砾,fēi,lì
飞沙走石,fēi,shí
飞砂转石,fēi,shí
飞砂走石,fēi,shí
飞觞走斝,fēi,jiǎ
飞升腾实,fēi,shí
飞声腾实,fēi,shí
飞书走檄,fēi,xí
飞霜六月,fēi,yuè
飞土逐害,fēi,hài
飞土逐肉,fēi,ròu
飞文染翰,fēi,hàn
飞熊入梦,fēi,mèng
飞沿走壁,fēi,bì
飞檐走壁,fēi,bì
飞檐走脊,fēi,jǐ
飞眼传情,fēi,qíng
飞殃走祸,fēi,huò
飞扬跋扈,fēi,hù
飞扬浮躁,fēi,zào
飞鹰奔犬,fēi,quǎn
飞鹰走狗,fēi,gǒu
飞鹰走马,fēi,mǎ
飞谋荐谤,fēi,bàng
非驴非马,fēi,mǎ
飞谋钓谤,fēi,bàng
飞鸾翔凤,fēi,fèng
非分之财,fēi,cái
非此即彼,fēi,bǐ
非池中物,fēi,wù
非常之谋,fēi,móu
飞珠溅玉,fēi,yù
飞遁离俗,fēi,sú
飞遁鸣高,fēi,kāo
飞蛾赴火,fēi,huǒ
飞蛾赴焰,fēi,yàn
飞蛾赴烛,fēi,zhú
飞蛾扑火,fēi,huǒ
飞蛾投火,fēi,huǒ
飞阁流丹,fēi,dān
飞觥献斝,fēi,jiǎ
飞觥走斝,fēi,jiǎ
飞鸿踏雪,fēi,xuě
飞鸿雪爪,fēi,zhǎo
飞鸿印雪,fēi,xuě
飞黄腾达,fēi,dá
飞刍挽粒,fēi,lì
飞针走线,fēi,xiàn
飞灾横祸,fēi,huò
飞云掣电,fēi,diàn
飞黄腾踏,fēi,tà
飞来横祸,fēi,huò
飞粮挽秣,fēi,mò
飞流短长,fēi,cháng
飞龙乘云,fēi,yún
飞龙在天,fēi,tiān
飞米转刍,fēi,chú
飞苍走黄,fēi,huáng
飞砂扬砾,fēi,lì
纷纷洋洋,fēn,yáng
分香卖履,fēn,lǚ
分我杯羹,fēn,gēng
分文未取,fēn,qǔ
分文不值,fēn,zhí
分文不直,fēn,zhí
分文不取,fēn,qǔ
分文不名,fēn,míng
分庭抗礼,fēn,lǐ
分宵达曙,fēn,shǔ
分庭伉礼,fēn,lǐ
分丝析缕,fēn,lǚ
分守要津,fēn,jīn
分身无术,fēn,shù
分身减口,fēn,kǒu
分三别两,fēn,liǎng
分情破爱,fēn,ài
分贫振穷,fēn,qióng
分朋引类,fēn,lèi
分条析理,fēn,lǐ
纷纷籍籍,fēn,jí
分鞋破镜,fēn,jìng
分星拨两,fēn,liǎng
纷纷攘攘,fēn,rǎng
纷纷扰扰,fēn,rǎo
纷纷扬扬,fēn,yáng
分章析句,fēn,jù
纷纷拥拥,fēn,yōng
纷红骇绿,fēn,lǜ
纷乱如麻,fēn,má
纷纭杂沓,fēn,tà
分心挂腹,fēn,fù
纷至沓来,fēn,lái
芬芳馥郁,fēn,yù
分烟析生,fēn,shēng
分烟析产,fēn,chǎn
分形同气,fēn,qì
分形连气,fēn,qì
分形共气,fēn,qì
分星劈两,fēn,liǎng
分星擘两,fēn,liǎng
纷至踏来,fēn,lái
分门别类,fēn,lèi
分秒必争,fēn,zhēng
分茅胙土,fēn,tǔ
分毫不取,fēn,qǔ
分毫不差,fēn,chā
分工合作,fēn,zuò
分甘同苦,fēn,kǔ
分甘绝少,fēn,shǎo
分甘共苦,fēn,kǔ
分风劈流,fēn,liú
分房减口,fēn,kǒu
分毫不爽,fēn,shuǎng
分而治之,fēn,zhī
分寸之末,fēn,mò
分床同梦,fēn,mèng
分钗破镜,fēn,jìng
分钗劈凤,fēn,fèng
分钗断带,fēn,dài
分别门户,fēn,hù
分别部居,fēn,jū
分崩离析,fēn,xī
分道扬镳,fēn,biāo
分门别户,fēn,hù
分毫不值,fēn,zhí
分毫析厘,fēn,lí
分茅锡土,fēn,tǔ
分茅裂土,fēn,tǔ
分茅列土,fēn,tǔ
分茅赐土,fēn,tǔ
分路扬镳,fēn,biāo
分厘毫丝,fēn,sī
分劳赴功,fēn,gōng
分毫无爽,fēn,shuǎng
分久必合，合久必分,fēn,hé，hé
分居异爨,fēn,cuàn
分金掰两,fēn,liǎng
分斤拨两,fēn,liǎng
分斤掰两,fēn,liǎng
分家析产,fēn,chǎn
分化瓦解,fēn,jiě
分花约柳,fēn,liǔ
分花拂柳,fēn,liǔ
分进合击,fēn,jī
纷纷不一,fēn,yī
风举云摇,fēng,yáo
风卷残云,fēng,yún
风谲云诡,fēng,guǐ
风雨飘摇,fēng,yáo
风举云飞,fēng,fēi
风不鸣条,fēng,tiáo
风餐露宿,fēng,sù
风车雨马,fēng,mǎ
风车云马,fēng,mǎ
风掣雷行,fēng,xíng
风尘碌碌,fēng,lù
风尘仆仆,fēng,pú
风尘之变,fēng,biàn
风尘之会,fēng,huì
风驰草靡,fēng,mǐ
风驰电掣,fēng,chè
风驰电骋,fēng,chěng
风驰电赴,fēng,fù
风驰电击,fēng,jī
风驰电卷,fēng,juǎn
风兵草甲,fēng,jiǎ
丰姿冶丽,fēng,lì
丰姿绰约,fēng,yuē
丰衣足食,fēng,shí
丰肌弱骨,fēng,gǔ
丰肌秀骨,fēng,gǔ
丰筋多力,fēng,lì
丰年稔岁,fēng,suì
丰年玉荒年谷,fēng,huāng
丰墙硗下,fēng,xià
丰墙峭阯,fēng,zhǐ
风驰电逝,fēng,shì
丰墙峭址,fēng,zhǐ
丰神绰约,fēng,yuē
丰神异彩,fēng,cǎi
丰屋蔀家,fēng,jiā
丰屋延灾,fēng,zāi
丰屋之过,fēng,guò
丰屋之祸,fēng,huò
丰屋之戒,fēng,jiè
丰取刻与,fēng,yǔ
风口浪尖,fēng,jiān
风驰霆击,fēng,jī
风驰云卷,fēng,juǎn
风和日美,fēng,měi
风和日暖,fēng,nuǎn
风和日暄,fēng,xuān
风虎云龙,fēng,lóng
风花雪夜,fēng,yè
风花雪月,fēng,yuè
风华绝代,fēng,dài
风华正茂,fēng,mào
风鬟雾鬓,fēng,bìn
风鬟雨鬓,fēng,bìn
风回电激,fēng,jī
风激电飞,fēng,fēi
风激电骇,fēng,hài
风急浪高,fēng,gāo
风景不殊,fēng,shū
风和日丽,fēng,lì
风禾尽起,fēng,qǐ
风光月霁,fēng,jì
风光旖旎,fēng,nǐ
风驰云走,fēng,zǒu
风吹草动,fēng,dòng
风吹浪打,fēng,dǎ
风吹马耳,fēng,ěr
风吹日晒,fēng,shài
风吹雨打,fēng,dǎ
风吹云散,fēng,sàn
风驰雨骤,fēng,zhòu
风从虎，云从龙,fēng,cóng
风调雨顺,fēng,shùn
风度翩翩,fēng,piān
风风火火,fēng,huǒ
风风雨雨,fēng,yǔ
风风韵韵,fēng,yùn
风高放火，月黑杀人,fēng,huǒ，yuè
风骨峭峻,fēng,jùn
风刀霜剑,fēng,jiàn
风雷火炮,fēng,pào
风雷之变,fēng,biàn
风流才子,fēng,zǐ
风云月露,fēng,lù
风云突变,fēng,biàn
风云人物,fēng,wù
风云际会,fēng,huì
风云不测,fēng,cè
风云变态,fēng,tài
风云变幻,fēng,huàn
风月无涯,fēng,yá
风月无边,fēng,biān
风语不透,fēng,tòu
风雨亿,fēng,bǎi
风雨萧条,fēng,tiáo
风雨无阻,fēng,zǔ
风雨同舟,fēng,zhōu
风雨时若,fēng,ruò
风雨如磐,fēng,pán
风雨如盘,fēng,pán
风云之志,fēng,zhì
风雨如晦,fēng,huì
风韵犹存,fēng,cún
风中秉烛,fēng,zhú
丰亨豫大,fēng,dà
峰回路转,fēng,zhuǎn
封豨修蛇,fēng,shé
封豕长蛇,fēng,shé
封妻荫子,fēng,zǐ
封金挂印,fēng,yìn
封己守残,fēng,cán
封胡羯末,fēng,mò
封胡遏末,fēng,mò
封官许愿,fēng,yuàn
封官许原,fēng,yuán
封刀挂剑,fēng,jiàn
风姿绰约,fēng,yué
风烛之年,fēng,nián
风烛草露,fēng,lù
风烛残年,fēng,nián
风中之烛,fēng,zhú
风栉雨沐,fēng,mù
烽鼓不息,fēng,xī
风雨凄凄,fēng,qī
风趣横生,fēng,shēng
风雪交加,fēng,jiā
风言醋语,fēng,yǔ
风言风语,fēng,yǔ
风言雾语,fēng,yǔ
风言影语,fēng,yǔ
风影敷衍,fēng,yān
风雨不测,fēng,cè
风雨不改,fēng,gǎi
风雨不透,fēng,tòu
风雨对床,fēng,chuáng
风雨共舟,fēng,zhōu
风雨晦冥,fēng,míng
风雨晦暝,fēng,míng
风雨交加,fēng,jiā
风雨连床,fēng,chuáng
风雨漂摇,fēng,yáo
风雨飘零,fēng,líng
风旋电掣,fēng,chè
风驱电扫,fēng,sǎo
风行雨散,fēng,sàn
风行一时,fēng,shī
风声鹤唳,fēng,lì
风声鹤唳，草木皆兵,fēng,lì，cǎo
风霜雨雪,fēng,xuě
风俗人情,fēng,qíng
风土人情,fēng,qíng
风潇雨晦,fēng,huì
风信年华,fēng,huá
风行草从,fēng,cóng
风行草靡,fēng,mí
风行草偃,fēng,yǎn
风行电掣,fēng,chè
风行电击,fēng,jī
风行电扫,fēng,sǎo
风行电照,fēng,zhào
风行革偃,fēng,yǎn
风行雷厉,fēng,lì
风行水上,fēng,shàng
风行一世,fēng,shì
烽火连年,fēng,nián
烽火连天,fēng,tiān
烽火四起,fēng,qǐ
风平波息,fēng,xī
风平浪静,fēng,jìng
风起水涌,fēng,yǒng
风起云涌,fēng,yǒng
风起云蒸,fēng,zhēng
风前残烛,fēng,zhú
风前月下,fēng,xià
风樯阵马,fēng,mǎ
风轻云淡,fēng,dàn
风轻云净,fēng,jìng
风清弊绝,fēng,jué
风清月白,fēng,bái
风清月皎,fēng,jiāo
风清月朗,fēng,lǎng
风清月明,fēng,míng
风情月思,fēng,sī
风情月意,fēng,yì
风牛马不相及,fēng,bù
风情月债,fēng,zhài
风木之思,fēng,sī
风木含悲,fēng,bēi
风流跌宕,fēng,dàng
风流千古,fēng,gǔ
风流人物,fēng,wù
风流儒雅,fēng,yǎ
风流倜傥,fēng,tǎng
风流潇洒,fēng,sǎ
风流冤孽,fēng,niè
风流云散,fēng,sàn
风流韵事,fēng,shì
风流蕴藉,fēng,jiè
风流罪过,fēng,guò
风马不接,fēng,jiē
风马牛,fēng,
风马牛不相及,fēng,bù
风马云车,fēng,chē
风门水口,fēng,kǒu
风靡一时,fēng,shí
风木之悲,fēng,bēi
蜂攒蚁聚,fēng,jù
蜂攒蚁集,fēng,jí
蜂拥蚁屯,fēng,tún
蜂合蚁聚,fēng,jù
蜂合豕突,fēng,tū
蜂附云集,fēng,jí
蜂房蚁穴,fēng,xué
蜂出泉流,fēng,liú
蜂虿作于怀袖,fēng,yú
蜂虿有毒,fēng,dú
锋铓毕露,fēng,lù
锋芒所向,fēng,xiàng
锋芒不露,fēng,lù
锋芒毕露,fēng,lù
锋芒逼人,fēng,rén
锋发韵流,fēng,liú
锋镝余生,fēng,shēng
锋不可当,fēng,dāng
葑菲之采,fēng,cǎi
烽火相连,fēng,lián
蜂窠蚁穴,fēng,xué
蜂狂蝶乱,fēng,luàn
蜂媒蝶使,fēng,shǐ
蜂迷蝶猜,fēng,cāi
风驱电击,fēng,jī
蜂拥蚁聚,fēng,jù
蜂拥而至,fēng,zhì
蜂拥而上,fēng,shàng
蜂拥而来,fēng,lái
蜂营蚁队,fēng,duì
蜂腰猿背,fēng,bèi
蜂腰削背,fēng,bèi
风雨飘飖,fēng,yáo
蜂屯蚁杂,fēng,zá
蜂屯蚁附,fēng,fù
蜂屯乌合,fēng,hé
蜂识莺猜,fēng,cāi
蜂扇蚁聚,fēng,jù
蜂趋蚁附,fēng,fù
蜂起云涌,fēng,yǒng
蜂目豺声,fēng,shēng
蜂迷蝶恋,fēng,liàn
蜂屯蚁聚,fēng,jù
丰功懿德,fēng,dé
丰屋生灾,fēng,zāi
丰功硕德,fēng,dé
丰功盛烈,fēng,liè
丰功茂德,fēng,dé
丰功厚利,fēng,lì
丰富多彩,fēng,cǎi
丰富多采,fēng,cǎi
丰度翩翩,fēng,piān
丰草长林,fēng,lín
丰标不凡,fēng,fán
丰功伟绩,fēng,jì
斐然向风,fěi,fēng
斐然乡风,fěi,fēng
悱恻缠绵,fěi,mián
诽誉在俗,fěi,sú
诽谤之木,fěi,mù
匪夷所思,fěi,sī
斐然成章,fěi,zhāng
匪伊朝夕,fěi,xī
匪石之心,fěi,xīn
匪石匪席,fěi,xí
匪朝伊夕,fěi,xī
菲食薄衣,fěi,yī
匪夷匪惠,fěi,huì
粉妆玉砌,fěn,qì
粉饰太平,fěn,píng
粉身碎骨,fěn,gǔ
粉身灰骨,fěn,gǔ
粉墨登场,fěn,chǎng
粉面朱唇,fěn,chún
粉面油头,fěn,tóu
粉骨碎身,fěn,shēn
粉骨捐躯,fěn,qū
粉骨糜躯,fěn,qū
粉白墨黑,fěn,hēi
粉白黛绿,fěn,lǜ
粉白黛黑,fěn,hēi
粉装玉琢,fěn,zhuó
粉骨糜身,fěn,shēn
粉妆玉琢,fěn,zhuó
讽一劝百,fěng,bǎi
讽多要寡,fěng,guǎ
讽德诵功,fěng,gōng
肤见谫识,fū,shí
跗萼载韡,fū,wěi
跗萼联芳,fū,fāng
跗萼连晖,fū,huī
肤粟股栗,fū,lì
肤受之言,fū,yán
肤受之愬,fū,xiāng
肤受之诉,fū,sù
肤如凝脂,fū,zhī
肤皮潦草,fū,cǎo
肤末支离,fū,lí
肤见謭识,fū,shí
肤寸而合,fū,hé
夫子自道,fū,dào
夫荣妻显,fū,xiǎn
夫荣妻贵,fū,guì
夫人裙带,fū,dài
夫妻反目,fū,mù
夫贵妻荣,fū,róng
夫负妻戴,fū,dài
夫唱妇随,fū,suí
夫倡妇随,fū,suí
敷衍了事,fū,shì
敷衍搪塞,fū,sè
敷衍塞责,fū,zé
法无可贷,fǎ,dài
法不阿贵,fǎ,guì
法无二门,fǎ,mén
法外施仁,fǎ,rén
法脉准绳,fǎ,shéng
法轮常转,fǎ,zhuàn
法力无边,fǎ,biān
法家拂士,fǎ,shì
法海无边,fǎ,biān
法灸神针,fǎ,zhēn
法出多门,fǎ,mén
法不徇情,fǎ,qíng
法不传六耳,fǎ,liù
法出一门,fǎ,mén
反经合义,fǎn,yì
反裘负刍,fǎn,chú
反裘负薪,fǎn,xīn
反裘伤皮,fǎn,pí
反身自问,fǎn,wèn
反手可得,fǎn,dé
反求诸己,fǎn,jǐ
反间之计,fǎn,jì
反骄破满,fǎn,mǎn
反经合道,fǎn,dào
反经行权,fǎn,quán
反面无情,fǎn,qíng
反劳为逸,fǎn,yì
反老还童,fǎn,tóng
反面教员,fǎn,yuán
反面文章,fǎn,zhāng
反其道而行之,fǎn,ér
反水不收,fǎn,shōu
反朴还淳,fǎn,chún
反朴归真,fǎn,zhēn
反璞归真,fǎn,zhēn
反目成仇,fǎn,chóu
反客为主,fǎn,zhǔ
反听内视,fǎn,shì
反哺之私,fǎn,sī
反眼不识,fǎn,shí
返辔收帆,fǎn,fān
返璞归真,fǎn,zhēn
返朴归真,fǎn,zhēn
返朴还淳,fǎn,chún
返朴还真,fǎn,zhēn
返视内照,fǎn,zhào
返我初服,fǎn,fú
返邪归正,fǎn,zhèng
返虚入浑,fǎn,hún
返照回光,fǎn,guāng
反听收视,fǎn,shì
返来复去,fǎn,qù
返观内视,fǎn,shì
返哺之恩,fǎn,ēn
返本还源,fǎn,yuán
反躬自责,fǎn,zé
返本还原,fǎn,yuán
返本还元,fǎn,yuán
返本朝元,fǎn,yuán
反治其身,fǎn,shēn
反正还淳,fǎn,chún
反正拨乱,fǎn,luàn
返观内照,fǎn,zhào
反躬自问,fǎn,wèn
返老归童,fǎn,tóng
反攻倒算,fǎn,suàn
反戈一击,fǎn,jī
反戈相向,fǎn,xiàng
反覆无常,fǎn,cháng
反复无常,fǎn,cháng
反复推敲,fǎn,qiāo
反躬自省,fǎn,xǐng
反风灭火,fǎn,huǒ
反唇相稽,fǎn,jī
反唇相讥,fǎn,jī
返老还童,fǎn,tóng
反哺之情,fǎn,qíng
反败为胜,fǎn,shèng
访贫问苦,fǎng,kǔ
访亲问友,fǎng,yǒu
俯拾仰取,fǔ,qǔ
抚景伤情,fǔ,qíng
抚时感事,fǔ,shì
抚世酬物,fǔ,wù
斧钺之诛,fǔ,zhū
抚绥万方,fǔ,fāng
俯拾地芥,fǔ,jiè
抚心自问,fǔ,wèn
抚掌大笑,fǔ,xiào
抚掌击节,fǔ,jié
拊背扼喉,fǔ,hóu
拊背扼吭,fǔ,kēng
拊背搤吭,fǔ,kēng
拊心泣血,fǔ,xuè
拊膺顿足,fǔ,zú
俯仰随人,fǔ,rén
俯首听命,fǔ,mìng
俯首帖耳,fǔ,ěr
俯拾即是,fǔ,shì
俯首弭耳,fǔ,ěr
俯首就缚,fǔ,fù
俯首戢耳,fǔ,ěr
俯拾皆是,fǔ,shì
俯首贴耳,fǔ,ěr
俯仰唯唯,fǔ,wéi
抚今痛昔,fǔ,xī
辅车相依,fǔ,yī
斧破斨缺,fǔ,quē
黼衣方领,fǔ,lǐng
辅车相将,fǔ,jiāng
黼黻文章,fǔ,zhāng
黼黻皇猷,fǔ,yóu
辅车唇齿,fǔ,chǐ
黼蔀黻纪,fǔ,jì
釜中之鱼,fǔ,yú
釜中游鱼,fǔ,yú
釜中生鱼,fǔ,yú
抚今追昔,fǔ,xī
釜中生尘,fǔ,chén
釜鱼幕燕,fǔ,yàn
釜底游鱼,fǔ,yú
釜底游魂,fǔ,hún
釜底抽薪,fǔ,xīn
俯仰之间,fǔ,jiān
俯仰由人,fǔ,rén
簠簋不饬,fǔ,chì
俯仰无愧,fǔ,kuì
抚躬自问,fǔ,wèn
抚今悼昔,fǔ,xī
抚今思昔,fǔ,xī
釜鱼甑尘,fǔ,chén
斧钺汤镬,fǔ,huò
黼国黻家,fǔ,jiā
辅牙相倚,fǔ,yǐ
辅世长民,fǔ,mín
俛拾仰取,fǔ,qǔ
挂肚牵心,guà,xīn
挂冠归去,guà,qù
挂冠求去,guà,qù
挂灯结彩,guà,cǎi
挂席为门,guà,mén
挂羊头，卖狗肉,guà,gǒu
挂肚牵肠,guà,cháng
挂一漏万,guà,wàn
挂印悬牌,guà,pái
挂羊头卖狗肉,guà,mài
怪诞不经,guài,jīng
怪诞诡奇,guài,qí
怪力乱神,guài,shén
怪雨盲风,guài,fēng
怪形怪状,guài,zhuàng
怪事咄咄,guài,duō
怪模怪样,guài,yàng
怪声怪气,guài,qì
贯朽粟陈,guàn,chén
贯朽粟腐,guàn,fǔ
贯朽粟红,guàn,hóng
贯颐奋戟,guàn,jǐ
贯鱼之次,guàn,cì
贯鱼之序,guàn,xù
灌夫骂坐,guàn,zuò
灌夫骂座,guàn,zuò
贯通融会,guàn,huì
贯颐备戟,guàn,jǐ
贯斗双龙,guàn,lóng
贯盈恶稔,guàn,rěn
贯穿今古,guàn,gǔ
冠山戴粒,guàn,lì
冠绝一时,guàn,shí
冠屦倒施,guàn,shī
贯穿融会,guàn,huì
刿心怵目,guì,mù
刿鉥心腑,guì,fǔ
贵远贱近,guì,jìn
贵在知心,guì,xīn
贵壮贱老,guì,lǎo
贵壮贱弱,guì,ruò
刿鉥肝肾,guì,shèn
刿目鉥心,guì,xīn
桂馥兰香,guì,xiāng
桂殿兰宫,guì,gōng
桂酒椒浆,guì,jiāng
桂林杏苑,guì,yuàn
桂林一枝,guì,zhī
桂薪玉粒,guì,lì
桂玉之地,guì,dì
桂折兰摧,guì,cuī
桂折一枝,guì,zhī
刿目怵心,guì,xīn
刿心刳肺,guì,fèi
贵不可言,guì,yán
刿心鉥肾,guì,shèn
贵贱无常,guì,cháng
贵贱高下,guì,xià
桂枝片玉,guì,yù
贵极人臣,guì,chén
贵冠履轻头足,guì,qīng
贵古贱今,guì,jīn
贵耳贱目,guì,mù
贵贱无二,guì,èer
刿心刳腹,guì,fù
贵人多忘,guì,wàng
贵人贱己,guì,jǐ
贵人善忘,guì,wàng
贵少贱老,guì,lǎo
贵阴贱璧,guì,bì
贵远鄙近,guì,jìn
贵而贱目,guì,mù
贵不召骄,guì,jiāo
贵不期骄,guì,jiāo
贵人多忘事,guì,wàng
桂子飘香,guì,xiāng
桂子兰孙,guì,sūn
过江之鲫,guò,jì
过市招摇,guò,yáo
过时黄花,guò,huā
过甚其辞,guò,cí
过甚其词,guò,cí
过桥抽板,guò,bǎn
过桥拆桥,guò,qiáo
过目成诵,guò,sòng
过目不忘,guò,wàng
过门不入,guò,rù
过路财神,guò,shén
过街老鼠,guò,shǔ
过犹不及,guò,jí
过化存神,guò,shén
过河卒子,guò,zǐ
过河拆桥,guò,qiáo
过府冲州,guò,zhōu
过而能改,guò,gǎi
过都历块,guò,kuài
过从甚密,guò,mì
过庭之训,guò,xùn
过屠门而大嚼,guò,ér
过屠大嚼,guò,jué
过五关，斩六将,guò,liù
过五关斩六将,guò,zhǎn
过隙白驹,guò,jū
过眼烟云,guò,yún
过眼云烟,guò,yān
过为已甚,guò,shèn
国无二君,guó,jūn
国泰民安,guó,ān
国仇家恨,guó,hèn
国而忘家,guó,jiā
