word,head,tail
宁为鸡口，毋为朋,nìng,kǒu，wú
宁为玉碎，不为瓦全,nìng,suì，bù
宁缺毋滥,nìng,làn
宁可玉碎，不能瓦全,nìng,suì，bù
宁可清贫，不作浊富,nìng,pín，bù
宁折不弯,nìng,wān
泥塑木雕,ní,diāo
泥中隐刺,ní,cì
泥猪疥狗,ní,gǒu
泥猪癞狗,ní,gǒu
泥沙俱下,ní,xià
泥蟠不滓,ní,zǐ
泥猪瓦狗,ní,gǒu
泥多佛大,ní,dà
泥船渡河,ní,hé
泥车瓦马,ní,mǎ
泥金万点,ní,diǎn
泥菩萨过江,ní,guò
泥足巨人,ní,rén
呢喃细语,ní,yǔ
泥牛入海,ní,hǎi
狞髯张目,níng,mù
宁死不辱,níng,rǔ
凝脂点漆,níng,qī
凝瞩不转,níng,zhuǎn
弄巧成拙,nòng,zhuō
弄口鸣舌,nòng,shé
弄眉挤眼,nòng,yǎn
弄斤操斧,nòng,fǔ
弄性尚气,nòng,qì
弄神弄鬼,nòng,guǐ
弄瓦之喜,nòng,xǐ
弄假成真,nòng,zhēn
弄虚作假,nòng,jiǎ
弄巧反拙,nòng,zhuō
弄鬼妆幺,nòng,yāo
弄月嘲风,nòng,fēng
弄鬼掉猴,nòng,hóu
弄管调弦,nòng,xián
弄斧班门,nòng,mén
弄粉调朱,nòng,zhū
弄法舞文,nòng,wén
弄兵潢池,nòng,shi
弄月吟风,nòng,fēng
弄璋之喜,nòng,xǐ
弄竹弹丝,nòng,sī
弄嘴弄舌,nòng,shé
弄玉吹箫,nòng,xiāo
弄鬼弄神,nòng,shén
弄影团风,nòng,fēng
浓桃艳李,nóng,lǐ
浓妆艳服,nóng,fú
浓墨重彩,nóng,cǎi
浓抹淡妆,nóng,zhuāng
浓眉大眼,nóng,yǎn
浓荫蔽日,nóng,rì
浓妆淡抹,nóng,mò
浓装艳抹,nóng,mò
浓妆艳裹,nóng,guǒ
浓妆艳抹,nóng,mǒ
浓妆艳饰,nóng,shì
怒气填胸,nù,xiōng
怒形于色,nù,sè
怒火中烧,nù,shāo
怒不可遏,nù,è
怒从心上起，恶向胆边生,nù,shàng
怒发冲冠,nù,guān
怒气冲天,nù,tiān
怒气冲冲,nù,chōng
怒猊渴骥,nù,jì
怒目切齿,nù,chǐ
怒目横眉,nù,méi
怒目而视,nù,shì
怒火冲天,nù,tiān
驽马恋栈,nú,zhàn
奴颜媚骨,nú,gǔ
奴颜婢膝,nú,xī
奴颜婢色,nú,sè
驽马恋栈豆,nú,zhàn
驽马铅刀,nú,dāo
驽马十驾,nú,jià
驽马十舍,nú,shè
奴颜婢睐,nú,lài
虐老兽心,nüè,xīn
乃心王室,nǎi,shì
乃文乃武,nǎi,wǔ
乃武乃文,nǎi,wén
赧颜汗下,nǎn,xià
恼羞变怒,nǎo,nù
恼羞成怒,nǎo,nù
脑满肠肥,nǎo,féi
你夺我争,nǐ,zhēng
你唱我和,nǐ,hé
拟非其伦,nǐ,lún
拟规画圆,nǐ,yuán
拟于不伦,nǐ,lún
儗非其伦,nǐ,lún
你死我活,nǐ,huó
你追我赶,nǐ,gǎn
弩下逃箭,nǔ,jiàn
弩张剑拔,nǔ,bá
驽箭离弦,nǔ,xián
女娲补天,nǚ,tiān
女中豪杰,nǚ,jié
女织男耕,nǚ,gēng
女貌郎才,nǚ,cái
女中丈夫,nǚ,fū
女大十八变,nǚ,bā
女大难留,nǚ,liú
女大当嫁,nǚ,jià
女大不中留,nǚ,zhòng
女中尧舜,nǚ,shùn
女长当嫁,nǚ,jià
女大须嫁,nǚ,jià
女长须嫁,nǚ,jià
盘水加剑,pan,jian
片甲不存,piàn,cún
片长薄技,piàn,jì
片甲不还,piàn,huán
片甲不回,piàn,huí
片甲不留,piàn,liú
片甲无存,piàn,cún
片接寸附,piàn,fù
片鳞半爪,piàn,zhǎo
片鳞残甲,piàn,jiǎ
片鳞只甲,piàn,jiǎ
片瓦不留,piàn,liú
片光零羽,piàn,yǔ
片瓦无存,piàn,cún
片言一字,piàn,zì
片词只句,piàn,jù
片言折狱,piàn,yù
片言只语,piàn,yǔ
片言只字,piàn,zì
片语只辞,piàn,cí
片云遮顶,piàn,dǐng
片纸只字,piàn,zì
片长末技,piàn,jì
片文只事,piàn,shì
片鳞碎甲,piàn,jiǎ
骈首就僯,pián,guī
骈门连室,pián,shì
骈首就死,pián,sǐ
骈首就系,pián,xì
骈四俪六,pián,liù
骈兴错出,pián,chū
骈枝俪叶,pián,yè
胼手胝足,pián,zú
胼胝手足,pián,zú
骈首就逮,pián,dǎi
骈拇枝指,pián,zhǐ
骈肩累足,pián,zú
骈肩累踵,pián,zhǒng
骈肩累迹,pián,jì
骈首就戮,pián,lù
骈肩接迹,pián,jì
骈肩迭迹,pián,jì
骈肩叠迹,pián,jì
瓢泼大雨,piáo,yǔ
翩若惊鸿,piān,hóng
翩翩少年,piān,nián
翩翩起舞,piān,wǔ
翩翩年少,piān,shǎo
翩翩公子,piān,zǐ
翩翩风度,piān,dù
偏信则暗,piān,àn
偏乡僻壤,piān,rǎng
偏听偏言,piān,yán
偏听偏信,piān,xìn
偏三向四,piān,sì
漂母进饭,piāo,fàn
漂蓬断梗,piāo,gěng
飘茵随溷,piāo,hùn
飘泊无定,piāo,dìng
飘籵坠溷,piāo,hùn
飘樊落溷,piāo,hùn
漂泊无定,piāo,dìng
飘风过耳,piāo,ěr
飘风急雨,piāo,yǔ
飘风苦雨,piāo,yǔ
漂零蓬断,piāo,duàn
飘零书剑,piāo,jiàn
飘风暴雨,piāo,yǔ
飘蓬断梗,piāo,gěng
飘茵落溷,piāo,hùn
飘茵堕溷,piāo,hùn
飘洋航海,piāo,hǎi
飘洋过海,piāo,hǎi
飘风骤雨,piāo,yǔ
飘飘欲仙,piāo,xiān
飘萍浪迹,piāo,jì
飘瓦虚舟,piāo,zhōu
飘萍断梗,piāo,gěng
撇呆打堕,piě,duò
怕死贪生,pà,shēng
怕风怯雨,pà,yǔ
怕鬼有鬼,pà,guǐ
怕痛怕痒,pà,yǎng
怕硬欺软,pà,ruǎn
判若云泥,pàn,ní
泮林革音,pàn,yīn
判然不同,pàn,tóng
判若两人,pàn,rén
判若鸿沟,pàn,gōu
判若水火,pàn,huǒ
判若天渊,pàn,yuān
砲龙烹凤,pào,fèng
炮龙烹凤,pào,fèng
炮火连天,pào,tiān
砲凤烹龙,pào,lóng
爬梳洗剔,pá,tī
扒耳搔腮,pá,sāi
歠菽饮水,pá,shuǐ
杷罗剔抉,pá,jué
爬耳搔腮,pá,sāi
爬罗剔抉,pá,jué
爬山涉水,pá,shuǐ
爬梳剔抉,pá,jué
排糠障风,pái,fēng
排难解纷,pái,fēn
排山压卵,pái,luǎn
排除异己,pái,jǐ
排沙简金,pái,jīn
排沙见金,pái,jīn
排山倒海,pái,hǎi
排患解纷,pái,fēn
排忧解难,pái,nán
排斥异己,pái,jǐ
排除万难,pái,nán
徘徊歧路,pái,lù
盘石桑苞,pán,bāo
磐石之固,pán,gù
磐石之安,pán,ān
槃木朽株,pán,zhū
槃根错节,pán,jié
盘游无度,pán,dù
盘石之固,pán,gù
盘根究底,pán,dǐ
盘根问底,pán,dǐ
盘古开天地,pán,tiān
盘龙卧虎,pán,hǔ
盘龙之癖,pán,pǐ
盘马弯弓,pán,gōng
盘木朽株,pán,zhū
盘根错节,pán,jié
盘石之安,pán,ān
徬徨失措,páng,cuò
傍若无人,páng,rén
旁若无人,páng,rén
庞眉白发,páng,fà
滂沱大雨,páng,yǔ
旁指曲谕,páng,yù
旁枝末节,páng,jié
旁征博引,páng,yǐn
旁蒷远绍,páng,shào
旁引曲证,páng,zhèng
旁逸横出,páng,chū
旁摇阴煽,páng,shān
旁行斜上,páng,shàng
旁文剩义,páng,yì
旁推侧引,páng,yǐn
旁通曲鬯,páng,chàng
旁通曲畅,páng,chàng
旁搜远绍,páng,shào
旁观者清,páng,qīng
旁收博采,páng,cǎi
旁搜博采,páng,cǎi
庞眉皓首,páng,shǒu
庞眉鹤发,páng,fā
庞眉黄发,páng,fā
庞然大物,páng,wù
旁门外道,páng,dào
旁见侧出,páng,chū
旁门邪道,páng,dào
旁门左道,páng,dào
旁敲侧击,páng,jī
旁求博考,páng,kǎo
旁求俊彦,páng,yàn
旁门小道,páng,dào
庞眉皓发,páng,fà
袍笏登场,páo,chǎng
匏瓜空悬,páo,xuán
炮凤烹龙,páo,lóng
咆哮如雷,páo,léi
刨树搜根,páo,gēn
刨根问底,páo,dǐ
庖丁解牛,páo,niú
刨根究底,páo,dǐ
配享从汜,pèi,sì
配套成龙,pèi,lóng
佩紫怀黄,pèi,huáng
沛雨甘霖,pèi,lín
佩韦佩弦,pèi,xián
碰钉子,pèng,
赔身下气,péi,qì
赔了夫人又折兵,péi,rén
盆朝天，碗朝地,pén,cháo
蓬荜生辉,péng,huī
朋比为奸,péng,jiān
朋比作奸,péng,jiān
朋党比周,péng,zhōu
弸中彪外,péng,wài
蓬筚生辉,péng,huī
蓬门荜户,péng,hù
蓬赖麻直,péng,zhí
蓬门筚户,péng,hù
蓬生麻中,péng,zhōng
蓬生麻中，不扶自直,péng,zhōng，bù
蓬首垢面,péng,miàn
蓬头赤脚,péng,jiǎo
蓬头垢面,péng,miàn
蓬头历齿,péng,chǐ
蓬头厉齿,péng,chǐ
鹏程万里,péng,lǐ
鹏抟鹢退,péng,tuì
鹏霄万里,péng,lǐ
鹏游蝶梦,péng,mèng
蓬户瓮牖,péng,yǒu
蓬头跣足,péng,zú
蓬户柴门,péng,mén
僻字涩句,pì,jù
睥睨一切,pì,qiè
屁滚尿流,pì,liú
牝哹鸣辰,pìn,chén
牝鸡晨鸣,pìn,míng
牝鸡牡鸣,pìn,míng
牝鸡司晨,pìn,chén
牝鸡司旦,pìn,dàn
牝牡骊黄,pìn,huáng
琵琶旧语,pí,yǔ
琵琶胡语,pí,yǔ
皮里抽肉,pí,ròu
皮里春秋,pí,qiū
皮开肉绽,pí,zhàn
皮相之见,pí,jiàn
琵琶别弄,pí,nòng
琵琶别抱,pí,bào
蚍蜉撼树,pí,shù
皮里阳秋,pí,qiū
疲于奔命,pí,mìng
蚍蜉戴盆,pí,pén
枇杷门巷,pí,xiàng
皮之不存，毛将焉附,pí,cún，máo
皮笑肉不笑,pí,bù
皮相之谈,pí,tán
疲惫不堪,pí,kān
贫无立锥之地,pín,zhuī
贫嘴贱舌,pín,shé
贫嘴滑舌,pín,shé
贫嘴恶舌,pín,shé
贫无置锥,pín,zhuī
贫无立锥,pín,zhuī
贫嘴薄舌,pín,shé
贫贱之知,pín,zhī
贫困潦倒,pín,dǎo
贫病交加,pín,jiā
贫病交迫,pín,pò
贫病交侵,pín,qīn
贫不学俭,pín,jiǎn
贫而乐道,pín,dào
贫病交攻,pín,gōng
贫贱不移,pín,yí
贫贱骄人,pín,rén
贫贱糟糠,pín,kāng
贫贱之交,pín,jiāo
贫而无谄,pín,chǎn
凭城借一,píng,yī
凭白无故,píng,gù
评头品足,píng,zú
评头论足,píng,zú
评功摆好,píng,hǎo
平治天下,píng,xià
平原易野,píng,yě
平原督邮,píng,yóu
凭几之诏,píng,zhào
平易近人,píng,rén
评头论脚,píng,jiǎo
凭空捏造,píng,zào
屏声敛息,píng,xī
凭轼旁观,píng,guān
凭虚公子,píng,zǐ
屏气吞声,píng,shēng
屏声静气,píng,qì
瓶沉簪折,píng,zhé
瓶罄罍耻,píng,chǐ
瓶坠簪折,píng,zhé
萍飘蓬转,píng,zhuàn
萍水相逢,píng,féng
萍踪浪迹,píng,jì
平易近民,píng,mín
凭轼结辙,píng,zhé
平心易气,píng,qì
凭几据杖,píng,zhàng
平心而论,píng,lùn
平心静气,píng,qì
平白无辜,píng,gū
平白无故,píng,gù
平步登天,píng,tiān
平步青霄,píng,xiāo
平步青云,píng,yún
平澹无奇,píng,qí
平地登云,píng,yún
平地风波,píng,bō
平地风雷,píng,léi
平地楼台,píng,tái
平地起孤丁,píng,gū
平地起家,píng,jiā
平淡无奇,píng,qí
平安无事,píng,shì
平心定气,píng,qì
平地起雷,píng,léi
平头正脸,píng,liǎn
平时不烧香，急来抱佛脚,píng,shāo
平铺直叙,píng,xù
平铺直序,píng,xù
平起平坐,píng,zuò
平流缓进,píng,jìn
平风静浪,píng,làng
平分秋色,píng,sè
平地一声雷,píng,shēng
平地青云,píng,yún
破衲疏羹,pò,gēng
破死忘生,pò,shēng
破琴绝弦,pò,xián
破脑刳心,pò,xīn
破题儿第一遭,pò,dì
破门而入,pò,rù
破口大骂,pò,mà
破卵倾巢,pò,cháo
破浪乘风,pò,fēng
破烂流丢,pò,diū
破烂不堪,pò,kān
破军杀将,pò,jiāng
破涕成笑,pò,xiào
破门而出,pò,chū
破涕为笑,pò,xiào
破柱求奸,pò,jiān
破桐之叶,pò,yè
魄散魂飘,pò,piāo
魄散魂飞,pò,fēi
魄荡魂摇,pò,yáo
魄荡魂飞,pò,fēi
破旧立新,pò,xīn
破竹之势,pò,shì
破竹建瓴,pò,líng
破绽百出,pò,chū
破甑不顾,pò,gù
破颜微笑,pò,xiào
破崖绝角,pò,jiǎo
破玩意儿,pò,ér
破瓦颓垣,pò,yuán
破头烂额,pò,é
破铜烂铁,pò,tiě
破天荒,pò,
破镜重圆,pò,yuán
破国亡家,pò,jiā
破镜分钗,pò,chāi
破胆寒心,pò,xīn
破除迷信,pò,xìn
破愁为笑,pò,xiào
破巢余卵,pò,luǎn
破巢完卵,pò,luǎn
破产荡业,pò,yè
破斧缺斨,pò,zhōu
破璧毁珪,pò,zhǐ
迫在眉睫,pò,jié
迫于眉睫,pò,jié
迫不可待,pò,dài
迫不及待,pò,dài
迫不得已,pò,yǐ
魄散魂消,pò,xiāo
破壁飞去,pò,qù
破釜沉舟,pò,zhōu
破釜焚舟,pò,zhōu
破肝糜胃,pò,wèi
破坚摧刚,pò,gāng
破奸发伏,pò,fú
破家县令,pò,lìng
破家为国,pò,guó
破家亡国,pò,guó
破家丧产,pò,chǎn
破家竭产,pò,chǎn
破家荡业,pò,yè
破家荡产,pò,chǎn
破家败产,pò,chǎn
破罐破摔,pò,shuāi
破瓜之年,pò,nián
破鼓乱人捶,pò,rén
破觚斫雕,pò,diāo
破觚为圜,pò,yuán
破镜重合,pò,hé
魄消魂散,pò,sàn
破矩为圆,pò,yuán
婆娑起舞,pó,wǔ
婆婆妈妈,pó,mā
裒多益寡,póu,guǎ
铺采摛文,pù,wén
铺谋定计,pù,jì
曝背食芹,pù,qín
暴衣露冠,pù,guàn
曝骨履肠,pù,cháng
暴腮龙门,pù,mén
曝书见竹,pù,zhú
暴衣露盖,pù,gài
蒲鞭之罚,pú,fá
蒲鞭示辱,pú,rǔ
菩萨低眉,pú,méi
匍匐之救,pú,jiù
蒲柳之质,pú,zhì
仆仆风尘,pú,chén
蒲柳之姿,pú,zī
仆仆亟拜,pú,bài
仆仆道途,pú,tú
璞玉浑金,pú,jīn
拍手称快,pāi,kuài
拍马溜须,pāi,xū
拍板成交,pāi,jiāo
拍案惊奇,pāi,qí
拍案叫绝,pāi,jué
拍案而起,pāi,qǐ
攀今吊古,pān,gǔ
攀龙附凤,pān,fèng
攀龙附骥,pān,jì
攀龙讬凤,pān,fèng
攀藤附葛,pān,gě
攀花折柳,pān,liǔ
攀花问柳,pān,liǔ
攀今揽古,pān,gǔ
攀今掉古,pān,gǔ
攀鳞附翼,pān,yì
攀炎附热,pān,rè
潘江陆海,pān,hǎi
潘文乐旨,pān,zhǐ
攀藤揽葛,pān,gě
攀蟾折桂,pān,guì
攀车卧辙,pān,zhé
攀高接贵,pān,guì
攀辕卧辙,pān,zhé
攀高结贵,pān,guì
抛砖引玉,pāo,yù
抛乡离井,pāo,jǐng
抛头露面,pāo,miàn
抛戈弃甲,pāo,jiǎ
喷云泄雾,pēn,wù
喷云吐雾,pēn,wù
喷雨嘘云,pēn,yún
喷血自污,pēn,wū
喷薄欲出,pēn,chū
烹龙砲凤,pēng,fèng
烹犬藏弓,pēng,gōng
烹龙煮凤,pēng,fèng
烹龙炮凤,pēng,fèng
烹龙庖凤,pēng,fèng
烹狗藏弓,pēng,gōng
怦然心动,pēng,dòng
捧腹大笑,pěng,xiào
捧心西子,pěng,zǐ
捧头鼠窜,pěng,cuàn
捧毂推轮,pěng,lún
披露肝胆,pī,dǎn
披露腹心,pī,xīn
披古通今,pī,jīn
披沥肝膈,pī,gé
披沥肝胆,pī,dǎn
披荆斩棘,pī,jí
披襟解带,pī,dài
披坚执锐,pī,ruì
披枷戴锁,pī,suǒ
披麻带索,pī,suǒ
披麻带孝,pī,xiào
披罗戴翠,pī,cuì
披林撷秀,pī,xiù
披发左衽,pī,rèn
披麻戴孝,pī,xiào
披发缨冠,pī,guàn
披发文身,pī,shēn
披发入山,pī,shān
披肝沥胆,pī,dǎn
批砉导竨,pī,táo
披肝沥血,pī,xuè
披肝露胆,pī,dǎn
批隙导竨,pī,yín
批毛求疵,pī,cī
批鳞请剑,pī,jiàn
批吭捣虚,pī,xū
批亢抵巇,pī,xī
批亢捣虚,pī,xū
批红判白,pī,bái
批逆龙鳞,pī,lín
披麻救火,pī,huǒ
披红戴花,pī,huā
披毛求疵,pī,cī
劈头盖脸,pī,liǎn
被发文身,pī,shēn
被发缨冠,pī,guàn
被发左衽,pī,rèn
被褐怀玉,pī,yù
被褐怀珠,pī,zhū
被甲持兵,pī,bīng
被甲据鞍,pī,ān
被甲枕戈,pī,gē
被甲执兵,pī,bīng
被坚执锐,pī,ruì
被山带河,pī,hé
劈荆斩棘,pī,jí
批风抹月,pī,yuè
披毛戴角,pī,jiǎo
劈风斩浪,pī,làng
披星戴月,pī,yuè
披毛求瑕,pī,xiá
披毛索黡,pī,yǎn
披毛索靥,pī,yǎn
披裘带索,pī,suǒ
披裘负薪,pī,xīn
披沙拣金,pī,jīn
披沙简金,pī,jīn
披沙剖璞,pī,pú
披头盖脑,pī,nǎo
披头散发,pī,fà
披霄决汉,pī,hàn
披心沥血,pī,xuè
披心相付,pī,fù
披星带月,pī,yuè
披榛采兰,pī,lán
批鄐导竨,pī,kuǎn
拼死拼活,pīn,huó
娉婷袅娜,pīng,nuó
娉婷婀娜,pīng,nà
泼妇骂街,pō,jiē
泼冷水,pō,
泼水难收,pō,shōu
泼天大祸,pō,huò
泼油救火,pō,huǒ
剖肝泣血,pōu,xuè
剖肝沥胆,pōu,dǎn
剖腹藏珠,pōu,zhū
剖蚌求珠,pōu,zhū
剖蚌得珠,pōu,zhū
剖析肝胆,pōu,dǎn
剖心坼肝,pōu,gān
剖心泣血,pōu,xuè
剖心析胆,pōu,dǎn
剖心析肝,pōu,gān
剖玄析微,pōu,wēi
剖幽析微,pōu,wēi
剖毫析芒,pōu,máng
剖决如流,pōu,liú
扑杀此獠,pū,lǎo
扑朔迷离,pū,lí
扑天盖地,pū,dì
铺锦列绣,pū,xiù
铺眉蒙眼,pū,yǎn
铺眉苫眼,pū,yǎn
铺天盖地,pū,dì
铺胸纳地,pū,dì
铺张浪费,pū,fèi
铺张扬厉,pū,lì
扑地掀天,pū,tiān
跑马观花,pǎo,huā
跑了和尚跑不了寺,pǎo,shàng
跑了和尚跑不了庙,pǎo,shàng
跑龙套,pǎo,
否极泰回,pǐ,huí
匹夫沟渎,pǐ,dú
匹夫怀璧,pǐ,bì
匹夫无罪,pǐ,zuì
匹夫无罪，怀璧其罪,pǐ,zuì，huái
匹夫小谅,pǐ,liàng
匹夫有责,pǐ,zé
匹夫之勇,pǐ,yǒng
匹妇沟渠,pǐ,qú
匹夫匹妇,pǐ,fù
否极泰来,pǐ,lái
匹马单枪,pǐ,qiāng
否极阳回,pǐ,huí
否去泰来,pǐ,lái
否往泰来,pǐ,lái
否终复泰,pǐ,tài
否终则泰,pǐ,tài
匹夫之谅,pǐ,liàng
匹马只轮,pǐ,lún
匹马一麾,pǐ,huī
匹马当先,pǐ,xiān
擗踊拊心,pǐ,xīn
品竹调弦,pǐn,xián
品学兼优,pǐn,yōu
品头题足,pǐn,zú
品头论足,pǐn,zú
品貌非凡,pǐn,fán
品竹调丝,pǐn,sī
品而第之,pǐn,zhī
品竹弹丝,pǐn,sī
品头评足,pǐn,zú
掊斗折衡,pǒu,héng
溥天同庆,pǔ,qìng
溥天率土,pǔ,tǔ
普度众生,pǔ,shēng
普度群生,pǔ,shēng
朴实无华,pǔ,huá
朴素无华,pǔ,huá
朴斫之材,pǔ,cái
普渡众生,pǔ,shēng
普济群生,pǔ,shēng
普济众生,pǔ,shēng
朴讷诚笃,pǔ,dǔ
普天同庆,pǔ,qìng
普天匝地,pǔ,dì
普天之下,pǔ,xià
普天率土,pǔ,tǔ
清莹秀澈,qing,che
洽闻强记,qià,jì
洽博多闻,qià,wén
恰如其分,qià,fèn
恰到好处,qià,chù
堑山堙谷,qiàn,gǔ
倩人捉刀,qiàn,dāo
倩女离魂,qiàn,hún
峭论鲠议,qiào,yì
鞘里藏刀,qiào,dāo
俏成俏败,qiào,bài
潜移默转,qián,zhuǎn
潜光隐耀,qián,yào
潜形谲迹,qián,jì
潜形匿迹,qián,jì
潜形匿影,qián,yǐng
潜休隐德,qián,dé
潜移暗化,qián,huà
潜移嘿夺,qián,duó
潜移默夺,qián,duó
潜移默化,qián,huà
潜移默运,qián,yùn
前因后果,qián,guǒ
潜踪匿影,qián,yǐng
前仰后合,qián,hé
潜踪蹑迹,qián,jì
潜踪隐迹,qián,jì
黔驴技孤,qián,gū
黔驴技穷,qián,qióng
黔驴之计,qián,jì
前言往行,qián,xíng
前言不搭后语,qián,dā
潜心笃志,qián,zhì
潜心涤虑,qián,lǜ
潜消默化,qián,huà
潜神默记,qián,jì
钳口结舌,qián,shé
钳口吞舌,qián,shé
乾端坤倪,qián,ní
乾乾翼翼,qián,yì
潜德秘行,qián,xíng
潜德隐行,qián,xíng
潜光匿曜,qián,yào
潜光隐德,qián,dé
钱可通神,qián,shén
前误则,qián,zé
潜蛟困凤,qián,fèng
潜精研思,qián,sī
潜鳞戢羽,qián,yǔ
潜龙伏虎,qián,hǔ
潜窃阳剽,qián,piāo
潜濡默被,qián,bèi
潜濡默化,qián,huà
前辙可鉴,qián,jiàn
前瞻后顾,qián,gù
潜神嘿规,qián,guī
潜精积思,qián,sī
钳口挢舌,qián,shé
黔驴之技,qián,jì
前无古人，后无来者,qián,rén，hòu
前古未有,qián,yǒu
前古未闻,qián,wén
前功尽弃,qián,qì
前功尽灭,qián,miè
前功尽废,qián,fèi
前功皆弃,qián,qì
前歌后舞,qián,wǔ
前覆后戒,qián,jiè
前赴后继,qián,jì
前俯后仰,qián,yǎng
前度刘郎,qián,láng
前程万里,qián,lǐ
前尘影事,qián,shì
前车之鉴,qián,jiàn
前车可鉴,qián,jiàn
前不见古人，后不见来者,qián,gǔ
前不巴村，后不着店,qián,cūn，hòu
前不巴村，后不巴店,qián,cūn，hòu
前跋后痜,qián,máo
前合后仰,qián,yǎng
前呼后拥,qián,yōng
前街后巷,qián,xiàng
前襟后裾,qián,jū
前无古人,qián,rén
前挽后推,qián,tuī
前徒倒戈,qián,gē
前庭悬鱼,qián,yú
前所未有,qián,yǒu
前所未闻,qián,wén
前思后想,qián,xiǎng
前事不忘，后事之师,qián,wàng，hòu
前人种树，后人乘凉,qián,shù，hòu
黔突暖席,qián,xí
